OTUId	sample_S2-D_Psoil-01	sample_S2-P_Ind-10	sample_S2-P_Ind-09	sample_S2-P_Ind-07	sample_S2-P_Ind-06	sample_S2-P_Ind-05	sample_S2-P_Ind-04	sample_S2-P_Ind-03	sample_S2-P_Ind-02	sample_S2-P_Pmax-10	sample_S2-P_Pmax-09	sample_S2-P_Pmax-08	sample_S2-D_Pmax-02	sample_S2-P_Pmax-07	sample_S2-D_Psoil-07	sample_S2-D_Ind-04	sample_S2-D_Ind-01	sample_S2-D_Psoil-02	sample_S2-D_Psoil-03	sample_S2-P_Pmax-02	sample_S2-D_Pmax-10	sample_S2-P_Pmax-01	sample_S2-P_Psoil-09	sample_S2-D_Psoil-06	sample_S2-P_Psoil-06	sample_S2-D_Psoil-10	sample_S2-D_Pmax-01	sample_S2-D_Pmax-03	sample_S2-P_Psoil-02	sample_S2-P_Psoil-01	sample_S2-D_Pmax-05	sample_S2-P_PO4-07	sample_S2-D_Pmax-07	sample_S2-D_Pmax-09	sample_S2-D_Ind-02	sample_S2-D_Ind-03	sample_S2-D_PO4-06	sample_S2-D_PO4-05	sample_S2-D_PO4-04	sample_S2-D_Ind-06	sample_S2-D_Ind-05	sample_S2-D_PO4-02	sample_S2-D_PO4-01	sample_S2-P_PO4-06	sample_S2-D_Ind-10	sample_S2-P_PO4-05	sample_S2-D_Psoil-05	sample_S2-D_Psoil-08	sample_S2-D_Psoil-09	sample_S2-D_Pmax-06	sample_S2-P_PO4-04	sample_S2-P_Ind-08	sample_S2-P_Ind-01	sample_S2-P_Pmax-06	sample_S2-P_Pmax-05	sample_S2-P_Pmax-04	sample_S2-P_Pmax-03	sample_S2-D_Psoil-04	sample_S2-P_PO4-10	sample_S2-P_PO4-09	sample_S2-P_Psoil-10	sample_S2-P_Psoil-08	sample_S2-P_PO4-02	sample_S2-P_Psoil-07	sample_S2-P_Psoil-05	sample_S2-P_Psoil-04	sample_S2-P_PO4-01	sample_S2-P_Psoil-03	sample_S2-D_Pmax-04	sample_S2-P_PO4-08	sample_S2-D_Pmax-08	sample_S2-D_PO4-10	sample_S2-D_PO4-09	sample_S2-D_PO4-08	sample_S2-P_PO4-03	sample_S2-D_PO4-07	sample_S2-D_PO4-03	sample_S2-D_Ind-07	sample_S2-D_Ind-09	sample_S2-D_Ind-08
OTU_1908;size=6;	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0
OTU_745;size=1050;	19	157	75	160	251	216	136	314	126	61	35	36	35	25	37	43	144	11	1	7	19	16	11	27	15	8	29	69	18	3	45	13	21	16	83	82	60	49	51	33	55	54	42	65	48	44	13	2	8	64	45	173	220	54	17	1	35	10	52	18	4	7	63	14	6	3	31	3	28	59	9	53	45	37	50	31	52	20	84	37
OTU_1103;size=24;	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	3	1	2	0	1	0	0	0	0	0	3	0	0	0	0	0
OTU_3986;size=2;	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2223;size=8;	1	0	0	0	3	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2550;size=4;	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_129;size=1029;	17	0	0	0	0	1	0	0	0	1	0	0	0	4	5	9	17	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	8	1	2	4	4	4	4	2	2	0	6	0	519	0	0	0	0	0	0	0	0	2	0	158	0	0	0	0	0	0	8	0	0	0	0	0	0	3	2	1	0	1	6	1	8	5
OTU_643;size=66;	6	0	0	0	0	1	1	2	2	1	0	0	0	1	3	1	1	0	0	0	0	0	0	13	8	3	1	0	2	0	1	0	0	0	1	2	0	0	0	0	0	0	0	4	0	2	4	0	0	2	0	0	1	1	3	2	3	4	3	3	0	2	9	3	3	0	0	5	0	1	0	0	0	0	1	1	0	0	0	0
OTU_54;size=1709;	1	7	1	2	2	3	4	7	1	6	1	3	17	5	0	53	206	0	0	2	51	3	0	0	0	0	72	23	5	0	16	21	37	39	93	69	25	14	20	33	72	26	6	104	78	96	1	0	0	27	109	3	4	6	1	0	1	0	96	49	1	0	114	0	0	4	70	0	10	89	23	16	14	15	100	13	10	17	90	48
OTU_414;size=86;	4	2	1	0	3	2	1	2	1	1	0	0	0	0	0	0	4	1	0	1	3	1	0	0	1	0	3	3	0	0	3	0	1	3	2	3	6	2	3	1	1	7	1	5	3	8	0	0	0	4	6	0	3	2	0	0	0	1	2	2	0	3	7	0	0	0	3	0	0	3	2	2	0	2	4	0	3	0	1	1
OTU_3317;size=2;	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_709;size=42;	14	0	0	0	0	0	0	0	0	3	1	0	1	0	3	0	0	1	1	0	0	0	1	3	2	5	0	0	1	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	2	0	0	0	0	0	0	0	12	0	1	3	1	1	1	0	1	1	0	0	0	0	0	0	0	3	0	0	0	1	0
OTU_1275;size=12;	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU_2066;size=5;	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1501;size=17;	4	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	5	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0
OTU_2249;size=5;	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1014;size=41;	7	0	0	0	0	0	0	0	0	0	0	0	1	2	9	2	5	0	0	0	2	0	0	8	0	7	0	3	0	0	2	0	3	1	1	2	0	1	1	0	2	0	1	0	2	0	0	6	3	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	1	1	1	0	2
OTU_130;size=521;	1	1	6	4	3	3	4	3	1	41	18	30	0	6	1	2	0	1	0	6	0	16	29	0	13	1	0	6	26	152	0	2	0	0	9	1	0	0	0	0	0	33	0	1	1	0	1	2	3	2	5	1	2	33	12	4	13	7	0	4	84	25	0	9	10	26	1	69	0	4	0	0	0	0	0	0	0	0	0	0
OTU_2759;size=5;	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_916;size=89;	1	1	4	0	3	4	0	3	0	1	1	0	0	1	7	3	1	0	0	2	0	1	1	0	1	5	3	2	0	6	2	2	0	3	1	0	0	0	0	0	0	1	0	7	1	1	1	0	0	0	1	1	2	3	8	0	13	3	1	1	8	0	5	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0
OTU_504;size=83;	2	4	0	6	7	7	6	8	5	0	0	2	2	0	0	6	18	2	1	1	1	0	0	3	0	0	0	0	0	1	0	0	1	0	6	5	0	0	0	2	5	0	0	0	8	0	1	0	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	5
OTU_153;size=434;	17	1	2	2	0	2	0	2	1	11	4	15	6	3	44	0	1	15	4	0	4	4	29	24	16	3	0	14	5	1	11	7	0	2	2	3	2	8	3	0	1	3	5	33	1	35	24	0	0	12	21	0	3	19	9	0	9	31	17	14	0	7	36	10	0	1	22	1	4	22	0	1	4	3	10	1	5	0	0	0
OTU_366;size=128;	5	0	2	8	5	10	7	15	8	2	2	2	3	4	0	4	17	2	0	0	8	1	1	0	1	0	11	3	2	0	3	1	5	6	7	8	2	10	3	8	5	6	3	3	4	1	10	0	5	1	12	1	15	1	2	0	2	0	1	2	0	1	3	0	1	0	2	0	1	3	6	4	6	3	1	2	4	3	5	3
OTU_68;size=1248;	16	0	23	1	4	2	2	2	2	203	81	120	10	1	0	0	3	27	3	0	0	45	7	0	15	1	0	14	7	0	5	13	0	0	30	2	3	2	1	1	0	2	2	110	0	80	0	0	0	14	64	4	2	149	3	1	1	1	64	29	8	2	87	7	0	8	34	122	1	74	0	1	0	0	72	2	2	0	1	1
OTU_2724;size=9;	2	0	2	0	0	0	0	0	0	31	9	15	3	0	0	0	0	0	0	0	3	9	0	0	0	0	3	1	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	22	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
OTU_232;size=215;	21	0	2	3	0	1	1	0	0	0	1	0	1	2	5	0	2	8	4	1	0	1	16	17	23	5	0	2	18	4	4	1	1	0	1	0	0	0	0	0	1	1	0	1	1	0	33	0	1	3	1	4	1	3	1	1	1	31	1	1	4	9	7	14	18	16	2	37	1	0	0	1	1	0	1	0	0	0	2	0
OTU_2080;size=18;	5	0	3	3	1	1	0	1	1	1	0	0	1	0	7	1	0	4	0	0	0	1	2	3	1	3	0	1	0	5	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	4	1	1	0	1	4	0	0	5	0	0	0	1	2	2	4	2	3	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
OTU_1751;size=9;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_2424;size=4;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3280;size=6;	11	0	0	0	0	0	0	0	0	2	0	0	6	1	5	1	4	0	0	0	5	1	0	20	1	4	0	7	0	2	6	0	1	2	0	1	1	0	0	0	0	1	1	2	1	0	1	1	15	7	1	0	0	1	1	0	0	0	1	0	2	1	0	0	0	0	0	17	0	1	0	0	1	0	1	1	0	1	1	1
OTU_1097;size=15;	7	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_76;size=1808;	3	8	10	12	15	14	4	3	4	5	8	5	109	50	0	19	52	1	0	4	39	3	1	0	0	0	68	190	34	0	152	4	24	42	26	27	91	89	80	14	34	119	58	59	20	45	1	2	1	148	54	9	9	12	3	4	9	0	33	20	0	0	49	0	0	0	20	0	55	24	23	78	60	88	37	55	76	5	29	13
OTU_1322;size=34;	8	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	2	0	0	1	0	2	2	0	1	0	0	0	4	5	0	0	0	0	0	1	0	1	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	1	4	0	0	1	0	0	2	2	0	3	0	0	1	1	0	0	0	0	1	1	0	0
OTU_2800;size=3;	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3199;size=24;	7	0	0	0	0	0	0	0	0	2	0	0	4	3	68	1	3	1	0	0	1	1	1	68	0	31	0	18	1	7	1	4	0	0	1	5	0	3	2	0	1	2	0	4	1	1	4	0	3	10	5	0	0	0	0	0	2	3	2	2	12	3	5	0	1	0	7	2	1	3	0	2	0	1	3	1	1	0	5	1
OTU_3699;size=2;	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_511;size=61;	5	0	0	1	0	0	0	0	0	1	1	1	2	2	8	0	5	0	0	1	0	0	0	7	2	4	0	4	7	1	3	1	0	0	0	1	0	2	0	0	2	0	0	0	2	1	7	0	1	0	0	0	0	1	0	0	0	3	0	0	2	0	0	0	5	4	0	10	0	0	0	0	0	0	0	2	1	0	0	2
OTU_776;size=88;	6	4	1	2	7	3	1	5	5	6	2	4	25	5	45	7	16	2	0	1	4	4	0	0	2	0	2	28	4	0	19	1	0	1	6	6	19	12	18	2	7	18	14	15	5	6	2	1	0	23	4	4	9	10	6	0	10	2	3	4	0	1	5	2	1	0	4	0	7	6	2	15	10	16	15	11	11	2	12	6
OTU_1132;size=31;	8	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	1	6	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	7	0	3	3	1	0	2	0	0	0	0	0	0
OTU_2735;size=5;	10	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	1	1	2	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	6	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1313;size=11;	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	3	5	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
OTU_1645;size=8;	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU_766;size=27;	2	0	1	0	0	0	0	0	0	2	1	3	0	0	1	0	0	1	0	0	0	0	1	2	0	2	2	3	5	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	3	0	0	1	1	0	0	1	0	0	0	0	1	2	5	1	0	0	0	0	0	1	0	1	0	0	0
OTU_231;size=315;	8	0	0	0	1	2	0	1	0	0	0	1	0	7	0	0	1	4	0	2	0	2	0	2	0	1	0	0	1	4	2	9	0	0	1	0	6	5	5	0	0	1	2	101	0	60	0	0	0	1	48	0	0	0	19	0	20	0	31	4	2	0	31	0	1	2	37	1	0	8	0	1	4	4	38	2	4	0	0	0
OTU_1169;size=14;	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	3	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_473;size=62;	9	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	7	5	0	0	0	0	3	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	4	0	0	0	0	0	0	0	0	40	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1993;size=6;	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_135;size=679;	20	10	4	13	16	22	12	31	9	19	10	8	66	4	0	16	45	0	0	1	16	5	0	5	0	13	17	72	2	1	68	3	13	12	28	24	14	5	5	11	16	10	3	28	16	16	0	0	0	72	12	16	19	11	5	1	3	0	19	13	0	0	19	0	2	0	10	0	21	12	9	6	2	6	5	5	7	4	21	11
OTU_124;size=1081;	19	0	8	0	1	4	1	5	1	39	20	18	23	12	242	3	9	9	6	4	1	13	14	11	21	45	3	35	21	111	19	2	3	4	11	3	1	1	3	1	2	20	0	0	5	3	19	5	14	38	3	3	0	22	11	3	15	5	3	0	50	23	2	14	12	5	5	38	6	3	2	2	1	0	3	0	0	3	5	3
OTU_675;size=68;	2	0	0	0	0	0	0	0	0	0	0	0	4	0	7	4	8	0	0	0	10	0	1	12	0	0	20	0	0	0	4	0	12	12	3	5	2	5	6	0	2	5	5	0	3	0	2	5	13	8	0	0	0	0	1	0	0	3	0	0	0	0	2	0	0	5	1	0	0	0	3	1	4	4	0	1	11	0	5	2
OTU_1858;size=6;	7	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_3524;size=2;	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1411;size=23;	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	2	0	0	0	1	0	0	0	0	1	7	4	0	0	2	0	4	2	2	1	0	0	1	1	0	0	0	0	0	1	1	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0
OTU_2867;size=3;	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2718;size=7;	4	2	0	1	5	1	0	1	2	6	4	2	0	1	0	0	2	0	0	0	1	1	3	0	13	1	0	1	0	2	0	2	0	0	1	0	0	0	1	0	1	0	1	14	0	1	0	1	4	0	11	5	0	4	3	2	11	0	11	3	4	1	2	4	2	1	1	0	0	6	0	0	0	1	2	0	0	0	0	1
OTU_1173;size=22;	1	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	2	0	2	0	4	2	0	0	0	0	1	0	0	0	0	0	2	2	1	1	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0
OTU_1246;size=14;	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	1	5	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_506;size=413;	3	5	11	8	23	13	3	17	8	10	5	6	0	0	0	2	8	2	3	0	3	3	0	0	1	4	3	4	1	0	1	2	2	7	3	3	4	5	2	2	0	6	2	9	3	10	2	4	6	2	10	10	9	6	5	0	5	2	3	2	2	3	4	2	1	1	4	0	1	8	1	1	2	3	5	4	1	0	8	1
OTU_1825;size=13;	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3	4	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
OTU_2192;size=7;	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_2778;size=3;	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_594;size=42;	3	1	0	1	1	4	0	2	3	0	0	0	1	0	0	0	7	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	3	0	0	0	2	1	0	0	0	3	0	0	0	2	2	1	3	4	0	0	0	5	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
OTU_2808;size=3;	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1062;size=26;	5	1	1	1	0	0	1	0	0	0	0	0	2	0	0	4	5	0	0	0	0	0	0	0	0	1	0	4	0	0	1	0	0	1	2	5	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	7	3
OTU_689;size=34;	11	1	0	0	1	2	2	2	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	3	0	1	1	0	0	0	0	0	1	1	0	0	0	1	2	1	0	1	3	0	0	5	5	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
OTU_1291;size=12;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	1	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1829;size=11;	2	2	0	1	2	2	1	1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
OTU_2261;size=5;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_588;size=68;	3	1	0	1	0	0	0	0	0	0	0	0	1	2	7	4	9	5	0	3	0	1	0	3	3	1	1	1	1	0	2	1	0	1	5	2	0	2	0	2	2	1	1	4	1	0	2	0	0	4	4	1	0	0	4	5	0	3	0	1	0	1	1	0	2	3	0	0	1	0	0	2	0	1	3	1	3	1	3	2
OTU_763;size=37;	2	0	0	0	0	0	0	0	0	0	1	1	1	1	0	3	6	0	0	1	1	0	0	0	0	1	4	3	0	7	0	2	1	2	3	0	0	1	0	0	1	3	0	0	2	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	2	0
OTU_934;size=46;	8	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	2	1	1	0	0	0	3	3	1	1	3	0	0	2	1	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
OTU_2255;size=5;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4104;size=2;	1	4	0	4	11	10	2	14	7	1	1	4	1	3	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	3	3	0	5	7	4	7	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0
OTU_2382;size=4;	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
