OTUId	sample_S2-D_Psoil-01	sample_S2-P_Ind-10	sample_S2-P_Ind-09	sample_S2-P_Ind-07	sample_S2-P_Ind-06	sample_S2-P_Ind-05	sample_S2-P_Ind-04	sample_S2-P_Ind-03	sample_S2-P_Ind-02	sample_S2-P_Pmax-10	sample_S2-P_Pmax-09	sample_S2-P_Pmax-08	sample_S2-D_Pmax-02	sample_S2-P_Pmax-07	sample_S2-D_Psoil-07	sample_S2-D_Ind-04	sample_S2-D_Ind-01	sample_S2-D_Psoil-02	sample_S2-D_Psoil-03	sample_S2-P_Pmax-02	sample_S2-D_Pmax-10	sample_S2-P_Pmax-01	sample_S2-P_Psoil-09	sample_S2-D_Psoil-06	sample_S2-P_Psoil-06	sample_S2-D_Psoil-10	sample_S2-D_Pmax-01	sample_S2-D_Pmax-03	sample_S2-P_Psoil-02	sample_S2-P_Psoil-01	sample_S2-D_Pmax-05	sample_S2-P_PO4-07	sample_S2-D_Pmax-07	sample_S2-D_Pmax-09	sample_S2-D_Ind-02	sample_S2-D_Ind-03	sample_S2-D_PO4-06	sample_S2-D_PO4-05	sample_S2-D_PO4-04	sample_S2-D_Ind-06	sample_S2-D_Ind-05	sample_S2-D_PO4-02	sample_S2-D_PO4-01	sample_S2-P_PO4-06	sample_S2-D_Ind-10	sample_S2-P_PO4-05	sample_S2-D_Psoil-05	sample_S2-D_Psoil-08	sample_S2-D_Psoil-09	sample_S2-D_Pmax-06	sample_S2-P_PO4-04	sample_S2-P_Ind-08	sample_S2-P_Ind-01	sample_S2-P_Pmax-06	sample_S2-P_Pmax-05	sample_S2-P_Pmax-04	sample_S2-P_Pmax-03	sample_S2-D_Psoil-04	sample_S2-P_PO4-10	sample_S2-P_PO4-09	sample_S2-P_Psoil-10	sample_S2-P_Psoil-08	sample_S2-P_PO4-02	sample_S2-P_Psoil-07	sample_S2-P_Psoil-05	sample_S2-P_Psoil-04	sample_S2-P_PO4-01	sample_S2-P_Psoil-03	sample_S2-D_Pmax-04	sample_S2-P_PO4-08	sample_S2-D_Pmax-08	sample_S2-D_PO4-10	sample_S2-D_PO4-09	sample_S2-D_PO4-08	sample_S2-P_PO4-03	sample_S2-D_PO4-07	sample_S2-D_PO4-03	sample_S2-D_Ind-07	sample_S2-D_Ind-09	sample_S2-D_Ind-08
OTU_361;size=399;	27	0	0	0	0	0	0	1	0	3	2	2	4	2	0	0	2	0	0	0	0	1	0	0	2	3	4	1	3	4	5	0	0	0	3	6	3	2	5	1	1	4	6	9	1	4	1	39	79	1	6	0	0	4	3	1	3	0	12	1	7	0	10	3	1	0	5	0	0	3	0	7	3	0	1	2	1	0	2	3
OTU_162;size=587;	130	0	0	1	4	2	2	1	0	4	5	1	12	7	15	2	0	9	1	5	0	3	9	54	31	47	0	14	3	34	8	0	0	0	3	0	0	0	0	0	2	6	0	1	1	2	11	1	0	12	0	3	3	8	1	2	2	26	2	0	28	12	0	15	5	13	0	16	4	1	0	0	0	0	1	0	0	0	0	2
OTU_167;size=1062;	46	0	0	1	2	0	1	1	0	7	0	1	2	0	44	4	21	0	0	0	14	1	16	21	1	31	15	13	21	9	7	3	13	19	1	5	10	8	7	0	3	13	4	0	7	9	6	51	89	4	2	0	4	6	4	0	2	7	0	1	7	15	8	0	3	6	2	9	3	0	12	5	5	9	3	7	11	0	5	6
OTU_4704;size=1;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_186;size=534;	172	0	0	0	0	0	0	0	0	0	0	0	3	1	96	0	5	0	0	1	0	0	0	157	0	43	0	11	1	0	6	1	0	0	1	3	3	1	1	0	2	0	0	0	3	0	0	0	0	9	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	2	0	1	0	1	1	0	1	1	0	2	0
OTU_514;size=153;	20	0	0	0	0	0	0	0	0	0	0	1	3	0	14	2	2	0	0	0	1	0	0	6	0	13	2	3	1	0	3	0	1	2	4	3	1	0	0	1	0	1	0	0	2	0	10	1	0	2	1	0	0	0	0	0	0	16	0	0	0	0	2	0	0	0	0	0	1	0	1	1	3	0	0	1	5	0	4	0
OTU_8915;size=9;	390	11	3	13	21	10	8	17	4	2	0	2	1	2	4	31	83	0	0	2	5	1	47	1	52	47	3	7	9	0	1	3	4	4	18	30	8	7	5	15	23	4	2	14	27	15	25	2	9	4	17	8	12	2	2	2	3	31	6	3	2	16	18	30	1	11	13	2	1	13	2	5	7	9	20	6	3	6	46	27
OTU_5067;size=99;	47	5	5	7	12	4	1	11	2	47	29	30	6	10	61	8	18	28	5	6	2	11	41	37	12	18	6	25	20	13	19	9	4	6	14	11	12	14	13	2	5	21	12	54	2	51	146	4	2	35	47	5	9	36	14	11	16	93	36	17	14	27	28	6	25	14	21	1	13	30	1	12	7	13	42	18	13	1	9	4
OTU_670;size=76;	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	6	1	2	1	0	1	0	0	0	1	0	1	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_138;size=2439;	128	10	6	17	36	31	11	22	10	6	5	5	12	7	82	19	66	7	2	2	26	4	19	68	24	32	30	28	5	8	17	3	20	26	20	31	12	9	7	10	29	13	5	17	18	9	60	27	33	12	16	26	24	6	10	9	17	32	12	3	6	24	12	12	66	7	7	12	5	11	10	16	8	8	9	7	8	7	23	14
OTU_8852;size=1;	8	18	19	31	52	32	23	49	11	99	62	73	4	32	1	16	38	1	0	20	22	30	10	0	12	0	31	8	12	1	8	17	13	25	32	20	15	13	11	9	19	18	4	105	22	71	1	0	0	6	73	22	28	95	29	23	45	0	53	53	3	3	70	1	6	5	38	3	5	50	10	13	7	12	59	12	13	5	28	14
OTU_279;size=286;	25	1	2	0	6	2	3	3	1	0	0	0	1	0	3	6	14	1	1	0	8	0	2	11	1	11	4	4	0	1	3	0	9	8	6	5	1	1	0	3	8	3	0	2	7	1	17	16	39	0	2	0	4	0	0	1	0	16	0	0	0	2	0	1	0	0	0	0	1	4	1	0	4	2	0	0	3	0	3	3
OTU_106;size=3972;	415	3	14	8	9	10	10	13	7	70	29	40	38	12	119	12	25	141	29	10	8	28	150	113	74	139	6	94	33	8	67	45	2	3	19	7	73	64	62	2	7	80	56	224	8	195	374	0	0	90	174	6	9	72	15	21	25	289	118	106	16	69	186	43	37	13	119	10	36	152	4	55	58	69	164	53	40	7	9	7
OTU_152;size=763;	233	0	1	1	3	0	0	0	0	3	2	1	16	1	37	0	5	0	0	0	1	0	4	44	8	119	0	12	0	29	9	1	0	0	4	6	2	0	3	0	3	8	1	9	4	4	22	13	29	16	8	1	4	1	2	1	4	8	11	2	15	4	11	5	0	0	4	0	5	4	0	1	3	1	10	1	2	0	1	0
OTU_109;size=2370;	283	8	8	17	22	19	8	16	10	34	15	15	22	16	111	15	22	38	6	2	6	9	65	263	39	131	4	45	6	16	28	6	5	4	11	19	14	8	15	2	11	19	9	69	12	40	45	56	119	34	27	11	20	14	10	6	23	15	34	15	25	87	37	37	7	2	29	2	13	42	5	10	8	7	25	8	18	1	22	13
OTU_4959;size=24;	5	4	0	0	1	1	1	4	2	3	1	0	1	2	11	0	9	0	0	0	3	1	1	2	4	1	9	2	0	13	0	0	0	2	5	6	0	2	1	5	4	12	0	3	5	0	2	3	9	2	2	4	1	2	0	0	0	5	2	0	2	0	0	3	1	1	0	0	1	0	2	0	2	0	1	1	5	1	3	5
OTU_4709;size=194;	6	1	4	4	16	3	7	6	3	11	2	8	11	0	13	13	57	3	0	2	31	9	2	1	4	8	33	15	7	0	5	5	22	19	27	23	21	12	8	13	31	14	8	14	25	13	5	1	1	9	21	4	6	11	0	1	12	2	3	7	4	2	14	1	2	0	6	2	2	11	6	7	8	9	11	13	11	9	38	13
OTU_8;size=13745;	51	22	21	39	63	64	33	90	28	91	37	67	96	13	45	244	690	3	5	20	516	18	12	31	7	11	664	119	112	7	77	26	396	453	288	406	256	293	293	135	266	348	231	124	253	77	37	7	12	147	101	49	43	65	31	12	37	13	61	45	9	4	120	8	12	2	54	1	50	63	221	206	249	198	94	224	289	93	416	200
OTU_4572;size=1;	4	0	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	2	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	1	1	4	0	4	0	0	0	1	0	0	0	0	0	0	2	2	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0
OTU_236;size=297;	15	2	1	5	5	8	5	11	4	1	1	1	0	1	0	9	30	0	0	2	1	0	0	0	1	18	1	1	1	2	0	1	4	3	8	15	0	0	1	2	12	1	2	6	17	5	0	3	7	2	4	2	10	1	0	0	0	0	7	2	12	0	5	2	0	0	1	0	0	9	1	0	1	0	5	1	0	2	13	4
OTU_2828;size=715;	227	7	4	8	13	13	3	17	5	29	14	33	33	20	205	5	10	49	13	12	9	11	64	155	38	78	3	34	34	52	36	22	3	3	7	10	23	22	26	1	5	33	24	100	5	58	113	0	0	37	52	18	16	31	15	14	25	71	59	29	50	53	77	29	24	10	36	7	9	58	0	17	16	19	53	13	19	0	6	4
OTU_441;size=106;	7	0	0	0	0	0	0	0	0	0	0	0	4	0	35	1	2	0	0	0	4	0	0	3	0	0	4	6	2	0	6	0	1	3	0	0	1	0	0	1	1	0	1	0	1	0	10	1	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	2	1	1	0	0	0	0	0	0
OTU_93;size=1203;	271	0	1	0	0	0	1	0	1	0	2	0	1	1	47	0	1	35	73	0	1	0	12	61	5	69	1	10	4	2	6	1	4	0	0	0	0	1	0	0	0	0	1	10	0	15	45	43	60	6	16	0	0	0	0	1	5	173	18	6	0	5	85	3	5	0	66	1	0	7	0	1	1	2	15	1	1	0	0	0
OTU_145;size=1130;	291	1	3	2	2	0	1	0	1	10	5	7	10	3	52	1	5	6	0	4	3	5	41	37	22	120	2	15	1	5	9	8	0	0	6	3	3	5	3	1	3	9	4	26	0	29	11	0	0	15	27	0	0	6	1	3	24	11	36	9	5	43	46	33	0	1	12	2	9	17	1	3	2	6	25	4	1	2	6	3
OTU_1363;size=244;	23	0	0	0	0	0	0	1	0	0	0	0	10	0	33	1	3	10	5	0	0	0	1	21	5	19	4	13	8	6	14	1	4	2	4	1	9	11	14	0	2	13	9	12	1	9	134	0	0	12	8	1	0	1	3	0	0	74	3	3	0	0	11	4	0	1	6	0	1	7	1	5	9	11	3	12	17	1	1	0
OTU_945;size=43;	15	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	9	0	1	0	0	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
OTU_1047;size=64;	14	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	3	0	1	0	6	11	0	4	0	0	0	0	0	0	0	0	2	3	3	1	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	1	0
OTU_203;size=781;	92	6	3	6	5	2	2	3	2	1	1	5	17	1	33	10	21	1	1	4	13	0	0	51	8	55	19	23	4	0	4	2	10	3	14	15	5	4	7	6	9	6	6	5	8	1	60	5	10	13	11	3	2	7	8	1	2	18	8	1	1	5	1	6	6	2	14	3	5	5	4	1	4	1	3	5	5	1	10	7
OTU_2326;size=422;	30	1	1	5	7	8	2	7	1	3	1	1	1	2	20	0	13	10	3	1	2	0	22	11	12	17	6	4	2	0	5	1	3	0	2	4	1	0	1	0	3	2	5	17	3	16	31	0	2	5	8	5	9	2	5	0	6	20	12	11	1	15	18	14	4	0	4	1	1	15	0	1	2	6	7	2	4	1	1	2
OTU_220;size=408;	116	0	0	0	0	0	0	0	0	0	0	0	7	2	23	3	12	0	0	2	0	0	0	37	1	5	0	11	0	1	13	0	0	3	4	6	3	0	1	0	5	1	0	6	1	7	2	17	48	7	3	0	0	0	0	0	4	0	9	3	0	2	0	0	7	5	1	2	3	2	2	1	0	1	3	4	3	2	5	1
OTU_4057;size=36;	20	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	6	1	0	0	2	0	0	5	0	6	1	1	0	0	1	0	0	1	1	2	0	1	2	3	4	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1
OTU_379;size=232;	9	0	3	0	1	0	0	2	0	2	1	2	2	0	3	5	9	2	5	1	1	0	7	9	1	1	2	9	1	7	6	0	0	2	6	7	0	0	0	1	3	1	0	1	4	1	5	17	42	8	0	0	2	2	2	2	0	4	2	1	2	1	4	0	0	1	4	1	3	0	0	0	0	0	0	0	0	2	8	3
OTU_249;size=291;	194	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	11	0	0	0	0	0	0	14	0	23	0	1	0	0	2	0	0	0	1	1	0	3	1	2	2	1	0	0	5	0	0	1	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	5	0
OTU_24;size=4077;	172	77	62	127	206	135	90	203	68	8	9	10	1	14	1	207	530	0	0	1	1	1	2	0	23	40	0	0	1	23	1	3	1	2	151	243	20	8	14	103	232	18	10	18	221	20	0	0	0	0	8	118	150	12	0	0	0	0	9	3	1	4	5	9	26	0	4	0	0	4	2	13	12	5	19	7	10	68	341	170
OTU_906;size=28;	4	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	4	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_209;size=789;	141	1	1	4	5	2	1	2	1	1	3	2	25	2	8	3	8	13	0	4	1	1	26	28	13	33	1	33	1	14	13	1	2	1	6	14	1	1	2	3	6	3	3	3	2	5	33	35	59	34	8	2	2	3	2	1	9	22	7	1	18	10	8	18	11	6	9	1	9	7	0	1	1	3	2	0	3	3	6	1
OTU_6;size=18512;	62	792	574	929	1633	1283	800	1484	791	15	17	7	4	8	8	22	87	11	0	3	7	11	76	5	18	15	3	8	18	23	14	8	2	2	36	52	12	13	11	10	28	24	9	21	41	19	71	0	2	9	14	950	1092	30	4	5	1	28	12	10	31	93	14	19	5	5	11	5	6	11	1	4	6	6	18	10	4	15	50	24
OTU_4322;size=4;	27	1	1	4	3	7	1	4	0	6	3	2	4	1	7	8	20	6	0	0	1	2	1	8	3	6	6	9	3	13	7	0	1	4	6	5	0	2	2	0	8	7	1	3	10	1	16	14	16	5	0	6	6	6	0	0	2	0	4	0	12	1	2	4	0	0	0	5	4	0	1	0	0	3	0	2	1	2	5	4
OTU_556;size=115;	29	0	0	0	0	0	0	0	0	0	0	0	3	2	14	1	2	1	0	0	0	0	0	5	0	10	0	2	0	0	1	0	0	1	1	1	0	1	2	0	2	1	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
OTU_7186;size=76;	20	4	4	3	6	2	2	3	1	16	9	9	19	25	4	5	26	4	2	9	3	4	3	6	0	3	0	50	1	0	37	0	0	5	10	12	0	0	0	7	13	0	2	0	13	0	2	0	0	33	2	2	5	19	26	27	40	1	0	0	0	3	1	2	0	3	0	0	6	2	2	0	2	2	1	1	1	7	24	11
OTU_707;size=73;	20	0	0	0	1	0	1	0	0	1	0	1	1	0	4	0	1	1	0	0	2	0	0	21	0	6	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_57;size=2699;	76	6	2	13	10	14	11	16	6	20	9	10	21	15	78	23	90	5	2	16	103	8	23	41	12	17	171	23	36	5	22	13	71	79	28	59	38	40	25	16	29	31	25	22	28	24	26	6	14	32	31	14	7	21	25	1	10	27	24	17	8	9	33	3	16	14	11	14	9	25	40	14	26	25	39	24	28	9	47	20
OTU_323;size=263;	34	4	0	7	9	4	2	6	0	5	5	3	4	2	2	1	2	4	0	0	0	0	11	3	4	26	0	5	0	6	1	2	0	0	2	1	0	1	0	0	1	0	0	0	5	3	7	0	0	3	3	1	6	8	0	2	4	5	3	0	1	13	6	3	3	2	1	4	0	2	0	0	0	0	0	0	1	0	4	0
OTU_372;size=150;	18	0	1	1	0	0	0	0	0	3	5	1	1	0	0	2	2	4	1	1	0	2	45	0	0	0	0	4	2	0	4	0	0	0	0	1	0	2	1	0	0	1	1	3	0	2	0	0	0	4	1	0	0	3	0	0	4	0	4	4	0	6	1	0	0	0	3	0	1	0	1	0	1	0	7	0	0	0	2	0
OTU_677;size=221;	26	0	0	0	0	0	1	0	0	0	0	1	3	1	21	1	1	3	0	0	0	0	1	15	6	10	0	6	2	2	1	0	1	0	0	0	2	0	1	0	0	1	0	0	1	0	14	6	17	1	0	0	0	2	1	0	0	10	0	0	2	7	1	1	2	3	0	5	2	0	0	1	1	0	0	1	0	0	1	1
OTU_1724;size=13;	4	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_546;size=188;	27	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	16	2	0	0	0	30	27	1	1	0	3	0	6	6	1	0	0	0	0	1	0	2	0	0	0	1	1	0	3	1	1	2	10	0	0	0	0	1	1	1	12	3	2	0	0	1	0	0	0	3	0	1	2	1	0	0	2	2	0	3	0	0	0
OTU_4469;size=21;	3	0	1	2	3	5	5	0	3	2	0	1	2	0	3	2	4	0	0	2	1	0	1	2	2	1	0	1	0	3	3	0	0	0	0	4	1	0	0	0	1	2	0	0	0	0	1	1	0	1	4	1	9	3	0	1	1	3	0	2	10	1	1	0	2	0	1	0	1	1	0	0	0	0	0	0	1	0	2	0
OTU_223;size=1239;	16	0	1	0	1	0	0	0	0	11	4	4	18	5	115	6	20	25	6	0	3	3	0	62	0	12	2	42	17	7	22	3	1	1	5	13	10	11	11	6	6	12	9	4	11	1	90	15	20	35	0	0	0	6	10	2	2	68	0	0	13	0	0	0	2	1	0	19	12	1	3	11	10	7	2	9	7	0	16	4
OTU_64;size=2610;	2	1	6	8	9	7	5	11	7	27	16	11	16	18	60	0	4	55	10	22	0	8	41	62	42	2	1	24	26	10	21	12	2	2	10	2	17	24	28	0	1	17	15	44	1	68	147	0	0	24	70	6	8	28	20	12	45	113	70	34	2	47	75	29	39	17	37	46	8	84	0	10	19	18	62	10	22	0	3	1
OTU_62;size=2774;	166	0	1	0	1	1	0	0	0	11	1	3	46	11	16	13	18	4	0	2	8	2	1	24	29	49	20	83	3	2	53	0	17	16	8	6	0	2	0	7	12	0	0	0	10	1	128	299	616	73	0	0	0	5	2	2	6	33	0	0	0	2	0	27	16	4	0	2	17	2	12	0	1	1	2	1	0	1	10	6
OTU_882;size=61;	12	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	1	0	0	0	6	0	0	2	0	0	0	1	2	1	0	0	0	3	2	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0
OTU_750;size=92;	17	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	5	5	5	3	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	5	1	1	0	0	0	0	0	0	0	0	6	0	0	2	1	0	11	2	0	0	4	0	1	0	0	0	2	1	0	0	0	0	0
OTU_328;size=539;	27	1	2	2	2	1	0	3	4	8	2	2	12	6	4	1	9	2	2	2	3	4	12	8	7	4	4	26	3	7	7	3	2	1	10	7	6	9	11	2	7	12	0	4	5	6	19	9	20	8	4	4	1	8	5	1	3	23	7	3	12	14	7	6	1	3	7	8	2	1	1	8	11	2	7	3	2	0	5	1
OTU_9848;size=5;	138	3	0	2	9	5	0	5	2	2	2	1	7	1	87	16	52	1	1	1	5	2	2	1	0	67	15	4	4	10	5	0	12	16	18	16	4	3	5	6	16	7	5	1	19	5	9	8	17	3	2	2	0	0	4	0	8	2	1	0	4	4	5	2	5	9	2	0	5	1	7	4	6	7	0	8	5	5	31	9
OTU_4705;size=2;	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4706;size=5;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_49;size=6847;	83	95	60	111	187	155	86	242	102	44	19	17	34	12	43	96	315	10	10	5	105	14	26	18	34	52	127	65	34	24	24	17	87	67	125	177	37	34	41	57	123	42	37	45	111	38	47	42	75	39	30	117	145	40	21	9	22	20	42	16	14	24	40	33	21	9	16	21	14	31	32	25	26	23	17	29	40	36	190	74
OTU_9088;size=1;	26	62	33	66	127	92	68	117	70	62	60	52	94	59	25	28	110	18	2	19	8	29	23	6	23	10	34	191	15	8	116	24	10	17	54	74	31	42	26	19	53	59	28	169	40	122	35	1	0	140	130	69	81	43	45	27	71	30	130	61	5	32	127	16	2	4	72	1	50	115	7	33	27	30	133	17	31	8	78	30
OTU_338;size=200;	13	0	0	0	0	0	0	0	0	0	0	0	9	0	2	8	16	2	0	0	6	0	0	16	0	0	6	9	0	0	8	0	4	7	8	3	5	1	0	2	9	0	1	0	5	0	15	1	2	5	0	0	0	0	2	1	0	4	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	3	13	6
OTU_105;size=1000;	3	5	3	14	17	16	3	24	8	28	13	18	5	33	0	0	0	2	0	19	0	11	10	0	29	2	0	2	28	138	2	2	0	2	4	0	0	0	0	0	1	31	0	1	0	21	32	0	0	3	16	6	17	37	13	15	38	17	4	4	115	19	2	26	13	29	0	88	0	2	0	0	0	0	8	0	0	0	0	1
OTU_482;size=146;	8	4	0	7	15	11	2	12	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	1	5	0	0	4	10	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97;size=1090;	20	0	0	0	1	0	0	0	0	0	0	0	33	7	84	21	78	1	1	0	58	0	0	11	0	3	96	43	5	0	23	0	66	57	25	45	16	13	14	10	23	20	8	0	30	0	3	6	6	43	0	0	0	0	0	0	3	6	0	0	3	0	0	0	10	0	0	1	18	0	35	16	16	14	0	13	18	7	45	16
OTU_640;size=70;	2	0	2	0	0	0	0	0	0	3	3	0	3	0	4	0	1	1	0	0	2	1	0	0	0	1	0	5	0	0	3	0	0	0	0	0	0	3	0	0	0	1	1	0	1	2	3	1	0	3	0	0	0	3	1	0	0	11	0	0	0	1	0	0	0	0	4	0	0	0	0	0	1	2	0	1	0	0	0	0
OTU_32;size=8456;	25	0	0	1	1	0	1	1	0	4	0	3	1	1	21	0	0	2	1	0	1	1	10	42	5	11	0	3	0	4	2	4	0	1	0	0	0	1	1	0	1	2	0	4	1	4	14	2	0	0	7	0	0	2	1	1	5	13	8	3	1	8	7	2	1	0	3	1	1	11	2	0	1	1	4	0	0	0	0	0
OTU_751;size=84;	36	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	5	3	0	0	2	3	1	0	1	1	1	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	0	0	0	0	0	0	0	0	0	1	0	3	1	0	1	1	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_490;size=117;	3	1	0	3	9	4	3	4	3	4	3	3	2	1	3	0	1	3	0	1	0	1	1	1	3	0	0	4	2	4	5	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	5	0	0	7	1	3	2	0	0	0	0	2	1	0	2	3	4	0	1	2	0	2	4	0	0	0	0	1	1	0	0	0	0	0
OTU_1762;size=31;	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	3	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	2	2	3	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
OTU_7082;size=31;	10	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	3	0	0	0	2	5	7	0	0	0	14	0	4	0	0	0	1	0	4	0	1	0	2	0	3	0	7	0	0	0	0	1	0	0	2	1	2	1	0	4	2	0	0	4	7	0	0	0	1	0	4	0	0	0	0	2	2	0	0	1	2
OTU_164;size=1105;	57	1	0	1	7	9	3	5	3	8	4	4	15	2	10	4	12	6	1	0	8	2	3	23	19	15	12	26	12	68	9	0	4	12	11	7	1	3	0	1	6	22	1	0	4	0	57	40	85	13	0	3	13	12	1	0	8	11	2	0	27	4	2	11	5	6	1	38	6	1	6	0	1	3	0	1	2	2	3	2
OTU_4616;size=35;	71	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	2	0	29	0	3	0	0	0	3	0	0	1	0	0	0	0	1	1	1	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	2	1	0	0	0
OTU_1156;size=44;	24	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
OTU_6755;size=7;	70	5	5	12	13	12	10	9	3	8	5	3	11	3	35	16	47	33	3	1	5	5	6	32	11	51	4	18	4	1	9	2	2	4	19	25	4	6	1	8	20	12	2	3	18	7	53	1	2	15	3	11	6	5	5	5	1	48	6	0	1	3	3	16	8	7	2	11	7	2	1	2	11	2	4	3	7	4	26	17
OTU_796;size=101;	7	1	0	0	0	0	0	0	0	1	0	1	2	0	3	0	0	1	0	0	0	0	1	24	1	0	0	0	0	9	1	0	0	0	0	0	1	0	0	0	0	2	0	2	1	0	5	0	0	3	0	0	2	0	0	0	0	4	1	0	14	1	2	0	1	3	0	2	0	4	0	0	0	0	0	0	1	0	0	0
