OTUId	sample_S2-D_Psoil-01	sample_S2-D_Psoil-02	sample_S2-D_Psoil-03	sample_S2-D_Psoil-04	sample_S2-D_Psoil-05	sample_S2-D_Psoil-07	sample_S2-D_Psoil-08	sample_S2-D_Psoil-09	sample_S2-D_Psoil-10	sample_S2-P_PO4-02	sample_S2-D_Pmax-01	sample_S2-D_Pmax-02	sample_S2-D_Pmax-04	sample_S2-D_Pmax-06	sample_S2-D_Pmax-08	sample_S2-D_Pmax-10	sample_S2-P_PO4-04	sample_S2-D_Ind-02	sample_S2-D_Ind-03	sample_S2-D_Ind-04	sample_S2-D_Ind-05	sample_S2-D_Ind-07	sample_S2-D_Ind-08	sample_S2-D_Ind-10	sample_S2-P_PO4-05	sample_S2-P_PO4-06	sample_S2-D_PO4-01	sample_S2-D_PO4-04	sample_S2-D_PO4-06	sample_S2-D_PO4-09	sample_S2-D_PO4-10	sample_S2-P_PO4-07	sample_S2-P_Psoil-04	sample_S2-P_Psoil-05	sample_S2-P_Psoil-09	sample_S2-P_Psoil-10	sample_S2-P_PO4-09	sample_S2-P_Ind-07	sample_S2-P_Ind-10	sample_S2-P_Pmax-02	sample_S2-P_Pmax-04	sample_S2-P_Pmax-05	sample_S2-P_Pmax-06	sample_S2-P_Pmax-07	sample_S2-P_Pmax-10	sample_S2-P_Ind-01	sample_S2-P_Ind-03	sample_S2-P_Ind-04	sample_S2-P_Ind-05	sample_S2-P_Psoil-06	sample_S2-P_Psoil-07	sample_S2-P_Psoil-08	sample_S2-P_PO4-10	sample_S2-P_Pmax-01	sample_S2-P_Pmax-03	sample_S2-P_Pmax-08	sample_S2-P_Pmax-09	sample_S2-P_Ind-02	sample_S2-P_Ind-06	sample_S2-P_Ind-08	sample_S2-P_Ind-09	sample_S2-P_Psoil-02	sample_S2-P_Psoil-03	sample_S2-D_Pmax-09	sample_S2-P_PO4-03	sample_S2-D_Ind-01	sample_S2-D_Ind-06	sample_S2-D_Ind-09	sample_S2-D_PO4-02	sample_S2-D_PO4-03	sample_S2-D_PO4-05	sample_S2-D_PO4-07	sample_S2-D_PO4-08	sample_S2-P_PO4-08	sample_S2-P_Psoil-01	sample_S2-D_Psoil-06	sample_S2-P_PO4-01	sample_S2-D_Pmax-03	sample_S2-D_Pmax-05	sample_S2-D_Pmax-07
OTU_557;size=169;	15	28	41	44	26	44	0	0	4	2	0	9	3	9	0	2	0	2	0	1	0	1	1	1	0	0	2	1	0	1	2	0	7	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	7	1	2	0	2	0	1	0	1	0	0	0	2	3	0	0	4	6	0	0	0	1	0	2	3	1	65	0	5	8	0
OTU_1730;size=27;	13	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	4	0	0	0	1	1	1	1	0	3	1	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	5	2	0	1	0	0	0	1	0	0	0	0	2	2	0
OTU_130;size=2395;	53	159	231	350	164	0	21	30	227	93	7	83	69	113	0	3	101	4	7	12	7	6	6	14	42	34	97	112	10	52	49	14	47	117	12	147	25	2	1	16	12	9	25	59	49	5	2	3	2	27	38	2	34	59	15	29	36	3	2	2	0	28	20	5	64	19	16	9	53	52	37	27	24	83	241	8	61	84	122	4
OTU_2825;size=96;	248	0	2	26	24	13	4	7	80	0	3	15	11	21	5	2	2	22	18	23	7	11	10	13	0	0	17	17	9	9	3	0	0	0	0	0	0	0	0	2	0	1	2	1	1	0	0	1	0	10	0	0	0	1	0	1	2	0	0	0	0	1	0	3	0	15	27	17	18	7	7	3	7	0	0	7	2	16	27	7
OTU_54;size=4526;	133	170	241	977	432	207	2	1	268	46	10	30	23	38	8	8	43	39	74	77	28	33	36	50	19	8	17	12	0	3	6	5	281	47	70	102	9	287	134	6	6	3	15	32	39	163	124	170	112	82	117	66	9	69	7	22	15	126	128	116	100	74	270	13	35	76	84	74	8	5	3	3	7	36	98	588	12	34	47	9
OTU_214;size=426;	32	0	1	37	25	16	0	0	41	9	0	1	0	3	0	1	60	4	0	3	2	1	2	1	19	9	4	0	0	2	1	1	26	30	19	2	3	2	5	7	9	10	15	9	3	3	1	8	4	10	44	4	12	16	13	4	4	1	3	3	1	50	29	0	32	3	2	3	1	1	3	1	2	15	0	39	13	3	6	0
OTU_9;size=29954;	88	32	58	28	51	30	40	55	50	461	742	912	779	1190	480	593	398	689	585	614	283	444	344	493	227	295	2365	2223	413	1469	1542	56	9	27	15	5	122	111	59	374	242	189	365	658	755	122	65	78	60	2	9	16	189	1270	376	428	618	62	73	39	53	10	13	422	332	738	600	707	2337	1591	1200	1122	919	281	4	86	224	1067	1585	548
OTU_184;size=538;	80	32	40	0	146	151	0	0	56	10	0	5	7	4	0	0	11	0	0	0	0	0	0	0	2	3	8	21	1	2	8	1	42	2	0	5	1	0	1	0	0	3	2	10	13	0	0	0	0	2	0	3	4	2	4	3	3	0	0	0	0	26	62	0	6	0	0	0	11	5	7	2	4	21	0	3	5	7	10	0
OTU_266;size=572;	53	27	38	20	26	50	5	16	16	14	19	12	22	33	13	9	23	13	20	11	5	19	8	13	8	8	32	16	7	11	18	1	6	5	2	8	8	28	5	2	2	3	2	9	19	15	17	12	10	6	5	19	0	14	5	5	13	7	11	8	3	7	7	11	15	26	33	24	20	14	12	10	6	11	23	24	17	20	36	12
OTU_261;size=394;	5	5	4	0	0	0	0	0	4	11	2	4	3	6	3	0	4	2	2	1	2	1	1	2	1	0	2	4	1	0	1	0	4	0	0	1	0	86	46	0	0	0	2	5	0	76	33	61	38	0	2	1	3	6	2	0	0	30	53	38	40	1	3	1	2	4	4	4	3	0	2	5	0	2	1	0	8	1	5	3
OTU_1907;size=272;	52	3	4	31	22	122	10	33	25	79	20	17	16	31	5	7	105	12	10	7	3	9	6	12	56	47	81	77	12	36	52	11	39	13	12	10	30	6	6	36	27	21	38	15	13	11	6	4	7	8	89	27	26	49	35	17	19	3	8	8	2	6	35	2	54	12	9	7	78	48	33	33	22	56	23	61	58	17	30	9
OTU_7;size=48974;	371	362	513	5261	4412	4970	409	690	1140	1421	371	942	839	1302	220	282	1564	229	256	311	105	195	132	253	737	930	888	888	113	477	546	215	278	191	144	284	367	11	11	260	143	148	222	196	216	11	8	13	4	242	436	195	562	314	238	110	191	5	10	3	6	157	266	197	882	331	279	306	833	664	497	443	330	1092	136	3270	749	1080	1598	244
OTU_409;size=225;	16	15	21	17	21	39	2	3	9	14	116	4	2	5	61	61	20	32	37	46	19	28	17	31	7	22	58	55	18	20	30	5	31	5	3	1	3	15	7	9	3	4	4	6	18	21	7	11	4	0	17	4	5	32	8	9	12	8	13	6	8	9	25	81	24	34	35	38	54	26	25	26	23	11	3	16	15	15	10	83
OTU_172;size=673;	41	10	11	6	4	114	0	0	50	77	0	13	7	15	0	0	95	1	0	0	0	0	0	0	16	26	6	11	0	3	6	14	17	4	17	9	20	5	2	5	5	3	12	8	7	0	0	5	0	2	49	23	17	12	6	8	14	0	0	0	1	5	17	0	42	2	1	1	11	11	1	0	4	56	38	35	27	23	12	0
OTU_448;size=2418;	23	20	24	20	15	15	134	216	25	89	15	12	8	16	8	9	72	19	32	21	12	17	6	18	24	40	64	52	16	30	50	7	2	4	59	13	37	173	118	12	6	9	23	5	12	173	102	130	73	3	21	31	33	23	9	8	10	86	135	83	108	48	5	10	62	28	22	14	55	37	28	20	14	47	18	15	46	26	27	17
OTU_113;size=1100;	53	23	44	29	3	106	21	25	28	18	3	10	5	12	5	1	70	15	36	41	4	25	21	21	18	16	5	5	6	3	4	3	22	25	18	85	12	25	22	36	17	11	25	13	30	17	10	36	8	13	32	28	16	17	30	5	6	17	20	13	13	21	15	2	21	41	34	49	13	3	3	2	6	26	69	82	25	10	10	5
OTU_222;size=632;	12	8	11	0	3	5	6	3	8	4	9	10	9	9	0	2	0	11	13	17	4	13	9	11	0	0	0	14	0	2	7	1	9	1	2	0	0	94	59	4	2	1	4	3	5	115	66	105	63	4	0	0	1	11	2	0	7	58	92	43	69	3	6	5	0	20	16	20	1	3	2	2	0	6	3	8	0	9	13	3
OTU_2845;size=6;	117	0	0	0	0	1	1	6	2	2	1	0	0	1	0	1	3	3	1	3	2	2	1	2	0	3	0	1	0	0	0	1	3	1	1	0	0	1	0	2	1	0	0	0	2	0	0	0	0	0	1	0	1	3	1	0	0	0	0	0	1	0	9	0	8	3	0	2	0	0	0	0	0	4	2	0	0	0	0	2
OTU_3485;size=72;	6	30	57	15	18	16	0	0	12	33	3	6	8	9	0	0	53	0	0	1	0	0	1	1	19	16	14	6	0	3	2	5	21	6	2	21	11	0	0	3	5	5	12	10	20	0	0	1	0	7	3	4	28	26	14	4	14	0	0	0	0	3	16	0	21	0	0	0	3	3	4	2	0	34	47	0	19	6	7	3
OTU_61;size=7957;	212	148	229	269	289	254	53	90	130	129	12	72	48	108	9	11	139	47	38	50	16	39	31	45	51	86	52	68	19	30	37	14	307	47	55	40	36	22	12	81	56	50	87	144	169	28	20	24	14	693	35	35	33	278	100	87	107	14	21	14	21	382	279	12	79	48	54	51	51	39	31	36	18	77	96	313	61	86	143	19
OTU_91;size=2522;	360	39	48	1	8	9	49	111	434	29	12	128	68	118	8	5	40	58	57	86	38	37	45	67	15	11	49	47	17	40	24	3	3	4	58	11	1	20	8	17	4	11	19	25	19	18	14	15	11	5	19	36	8	58	12	19	25	9	7	8	4	11	3	5	12	87	71	77	44	48	23	25	12	11	19	93	6	110	154	11
OTU_359;size=262;	28	12	20	1	5	5	62	122	3	0	36	12	3	5	22	28	3	4	4	13	1	3	4	0	0	0	4	3	0	1	2	0	1	0	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	1	2	0	3	0	0	1	0	0	1	3	14	1	5	9	3	1	2	0	5	8	1	1	5	1	5	13	14
OTU_256;size=1270;	16	39	57	38	103	75	43	74	16	26	7	36	22	40	1	5	37	3	2	3	1	4	1	6	21	17	29	26	0	6	12	2	0	13	12	0	16	0	0	6	1	0	2	0	0	0	0	0	0	130	13	12	9	3	3	0	1	0	0	0	0	1	0	2	20	2	2	2	16	9	9	8	3	30	2	42	7	35	35	2
OTU_124;size=1272;	16	723	1144	3	0	0	0	0	0	0	8	30	17	51	2	2	0	8	10	11	3	10	9	9	0	0	5	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	15	11	17	2	2	1	0	0	0	0	0	0	31	50	2
OTU_670;size=112;	10	4	4	9	2	10	25	38	3	5	13	9	4	14	7	2	8	2	7	9	5	4	6	4	0	4	2	7	2	2	1	0	1	0	0	2	2	9	10	6	0	3	4	3	3	4	9	15	8	1	4	0	5	19	6	5	5	2	4	4	2	0	3	6	7	10	9	9	2	7	5	1	1	3	1	14	1	5	10	5
OTU_1724;size=771;	11	1	0	31	88	184	502	781	10	43	33	48	36	89	13	17	89	29	42	35	26	22	13	29	11	23	112	88	15	77	65	2	0	15	1	29	13	0	0	9	5	3	14	5	7	2	0	0	0	0	0	0	13	17	9	7	9	2	2	0	2	1	0	17	17	38	34	35	118	68	53	44	36	31	54	55	15	80	98	26
OTU_203;size=855;	69	28	23	18	37	111	25	37	24	42	6	8	9	6	3	3	37	18	10	16	1	8	8	4	19	68	9	26	3	7	12	9	39	17	11	35	15	15	8	24	18	10	12	17	24	9	4	5	8	35	20	8	35	36	35	16	12	2	4	4	5	36	23	1	19	15	7	7	19	19	9	8	7	43	50	29	40	8	14	2
OTU_144;size=1756;	65	9	11	135	19	154	233	385	22	133	12	42	35	75	8	6	116	6	7	5	2	2	3	0	58	49	63	48	1	18	29	7	8	35	38	34	44	0	0	18	6	4	16	24	18	3	0	1	0	18	2	15	29	46	18	4	13	0	0	0	0	65	7	4	70	4	7	12	43	40	24	28	17	68	17	11	47	62	73	8
OTU_153;size=1274;	338	46	84	224	94	6	2	7	5	122	0	3	2	7	1	0	95	4	0	3	2	1	1	2	50	56	10	8	0	5	4	24	73	246	0	53	23	2	1	13	8	16	11	3	2	1	0	2	1	0	2	5	45	15	17	6	4	0	2	1	0	3	62	0	78	2	2	2	11	1	9	6	1	94	68	0	33	4	6	2
OTU_2014;size=33;	11	0	2	13	8	3	5	10	8	0	1	1	0	1	0	2	2	3	3	2	0	1	2	0	0	1	1	1	0	0	0	0	1	1	1	6	0	1	2	0	0	0	0	0	0	3	1	1	0	0	1	0	0	4	0	0	2	0	3	4	4	1	2	0	1	4	0	4	0	1	1	0	0	2	11	2	1	1	2	0
OTU_1234;size=18;	8	6	17	11	13	5	8	10	12	5	5	2	0	4	7	3	0	2	2	5	1	1	5	1	1	1	11	12	4	10	6	0	3	0	1	1	0	6	3	5	5	1	6	3	2	1	1	0	0	0	10	2	0	4	6	3	2	1	0	0	0	3	0	3	0	3	5	8	20	12	2	4	2	0	11	6	0	5	3	3
OTU_191;size=804;	77	13	9	37	33	17	4	9	58	7	11	7	5	7	1	4	19	4	11	9	1	8	8	2	7	10	9	11	6	11	11	3	34	13	3	8	6	1	0	5	4	4	7	19	3	0	0	0	1	13	2	2	5	23	5	6	11	0	0	0	0	42	22	2	10	5	12	9	9	6	5	8	13	22	19	24	16	9	7	1
OTU_304;size=334;	20	16	12	30	11	53	17	13	12	27	0	3	2	10	2	2	35	4	2	3	2	0	1	4	14	12	6	2	0	4	3	5	18	10	8	11	0	13	2	5	2	5	7	7	6	4	0	4	4	20	14	13	8	12	9	2	1	1	3	3	2	10	19	1	13	2	2	2	1	1	2	1	5	11	21	34	13	2	6	0
OTU_547;size=156;	33	15	12	2	2	0	5	6	5	5	3	13	5	8	0	0	0	1	0	0	1	0	0	2	0	0	15	15	1	7	4	0	0	3	0	0	0	0	0	10	1	5	5	4	0	0	0	0	0	0	0	0	1	2	6	0	0	0	0	0	0	0	0	0	6	0	2	3	14	20	14	5	4	5	6	0	0	8	10	1
OTU_1160;size=53;	13	3	8	25	8	4	0	0	3	1	0	2	2	1	0	0	0	1	0	2	1	2	0	0	1	1	0	0	0	0	0	0	2	0	2	4	0	0	1	0	0	3	0	1	1	0	0	0	0	0	3	2	0	3	1	0	4	0	1	0	0	1	0	0	1	1	2	2	1	0	0	1	1	3	11	14	7	4	2	0
OTU_23;size=24089;	122	70	94	519	387	1028	886	1719	218	213	295	335	207	424	119	194	233	925	1297	1539	650	975	689	1171	96	53	373	451	95	147	220	36	107	47	50	82	36	416	241	23	18	18	31	108	116	310	272	352	180	50	96	56	65	221	38	63	105	233	221	171	203	85	89	112	145	1507	1496	1499	253	320	220	198	144	174	187	927	98	341	468	219
OTU_2013;size=7;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
OTU_40;size=4801;	78	377	607	244	168	147	218	497	34	113	16	185	137	227	9	7	208	18	17	28	15	17	16	26	62	56	114	116	10	37	69	21	201	43	429	12	44	1	2	16	13	14	26	83	75	2	1	7	2	11	183	138	50	108	34	48	55	1	6	5	0	167	146	2	107	35	41	50	60	96	37	53	44	121	14	96	63	184	261	10
OTU_139;size=901;	66	10	3	82	62	75	3	5	43	18	15	30	12	52	7	14	5	8	17	27	8	14	14	14	5	3	7	13	1	5	1	1	26	9	5	18	7	41	20	18	8	12	25	21	12	20	19	24	18	27	8	10	3	34	25	9	11	10	32	18	19	11	17	3	13	19	29	27	2	6	6	2	0	7	23	66	14	30	41	16
OTU_71;size=4312;	132	120	180	29	30	418	0	0	182	600	2	34	18	37	2	2	760	7	15	16	8	11	4	8	314	285	72	76	7	34	59	68	1	1	52	2	156	5	6	23	28	33	40	29	44	6	1	4	3	0	63	35	212	78	33	21	32	6	3	2	0	0	0	3	337	12	16	17	69	57	33	27	36	401	59	271	305	24	52	3
OTU_3510;size=17;	8	0	0	3	3	5	1	1	1	0	22	0	2	3	19	24	0	4	3	1	2	1	1	2	0	2	5	2	0	5	1	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	17	0	7	3	5	6	0	4	1	1	1	0	17	1	0	1	27
OTU_683;size=127;	3	1	1	8	0	2	1	2	1	2	1	2	3	0	0	0	9	1	4	3	4	3	1	2	3	0	6	1	2	3	4	0	28	1	5	2	6	5	2	0	1	4	4	12	2	10	1	3	1	0	2	8	5	16	5	3	5	3	1	0	3	5	6	0	0	2	4	7	0	2	2	1	0	6	2	0	4	6	4	0
OTU_2155;size=83;	30	9	14	8	11	18	179	250	12	3	8	4	4	4	2	2	5	4	2	4	1	2	2	3	0	7	30	15	2	26	19	0	26	5	27	7	1	2	0	4	5	4	6	13	7	0	2	1	2	9	4	25	4	8	11	7	10	1	0	2	1	5	18	6	8	9	1	3	16	27	13	20	11	7	26	9	2	9	18	0
OTU_243;size=612;	34	22	31	112	27	71	35	78	53	7	1	9	16	13	2	0	3	30	43	45	16	26	25	35	5	2	6	4	5	3	1	1	6	6	6	5	0	0	0	1	1	0	2	4	3	0	0	0	0	9	7	13	2	1	2	0	0	0	0	3	0	0	11	1	3	49	40	49	6	2	6	1	1	5	3	52	8	18	36	0
OTU_874;size=45;	5	0	0	1	1	3	1	0	5	0	0	2	2	0	1	0	12	0	1	2	0	0	0	1	7	0	0	4	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	5	2	0	0	0	3	0	0	0	0	0	0	4	1	3	4	6	0	3	0	2	4	0	6	1	2	0	0
OTU_4585;size=12;	16	5	14	12	24	29	15	43	35	5	0	4	6	5	9	2	10	1	5	12	1	4	1	8	2	4	2	1	2	0	1	2	0	2	5	12	0	9	5	5	0	3	7	2	4	10	5	10	8	2	11	5	0	1	5	0	4	2	4	4	0	1	0	0	13	9	8	9	3	0	1	2	1	4	10	27	0	6	4	4
OTU_51;size=6442;	187	56	115	167	163	162	1112	1902	232	14	84	180	134	277	37	43	20	68	62	94	27	65	43	71	15	2	5	13	10	8	5	3	213	120	28	109	6	46	26	71	37	45	84	125	157	16	26	36	19	243	207	41	8	226	83	80	91	15	28	17	11	141	209	27	13	82	117	76	4	3	4	7	5	20	166	60	15	193	305	53
OTU_22;size=24510;	408	1003	1554	1199	1255	1142	2	5	1881	212	682	470	293	644	313	378	163	210	300	380	160	241	174	311	77	59	38	44	5	14	17	31	2746	669	205	75	56	175	91	392	290	297	555	535	603	140	113	119	82	969	616	203	72	1138	547	316	451	72	90	79	60	879	2451	239	110	414	413	419	26	54	20	16	17	129	128	633	135	408	702	460
OTU_1567;size=24;	7	0	1	6	1	0	0	0	44	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0
OTU_288;size=523;	22	24	29	19	26	7	20	17	43	13	16	6	1	7	3	7	19	2	4	6	4	5	5	7	10	4	14	12	2	11	5	1	3	5	1	2	1	4	5	8	8	7	4	14	0	6	5	5	11	0	8	13	0	14	7	3	8	3	4	2	3	13	5	9	5	8	1	4	10	11	6	4	8	10	7	18	3	1	4	13
OTU_2347;size=8;	3	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	2	1	1	0	0	0	0	4	0	0	0	0	2	1
OTU_628;size=284;	13	5	10	24	13	12	28	29	17	17	5	8	6	12	1	2	14	0	6	4	1	4	2	6	2	4	5	18	2	3	5	3	14	2	2	13	10	21	8	1	0	0	3	9	3	11	5	20	4	9	14	7	3	7	3	0	2	3	4	7	8	8	6	0	6	13	8	4	8	5	2	7	4	7	11	7	6	3	8	4
OTU_399;size=677;	26	22	23	36	15	110	47	82	45	32	8	7	10	14	1	5	16	17	22	25	4	14	9	11	16	3	18	18	7	6	12	3	11	5	0	13	5	19	4	7	5	7	1	2	15	3	11	8	3	19	8	7	7	12	7	0	12	8	3	3	1	19	13	1	27	31	28	14	18	27	7	9	13	10	21	65	15	19	33	3
OTU_973;size=117;	15	13	20	16	6	20	11	18	9	12	5	8	5	7	1	2	2	3	5	7	3	2	2	3	5	6	2	2	1	1	0	0	16	9	6	27	2	6	1	2	4	6	11	6	11	2	4	8	6	15	11	3	8	15	5	6	4	7	5	3	5	4	19	0	8	2	2	2	5	6	1	3	0	6	18	11	6	2	16	3
OTU_845;size=36;	6	13	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	1	1	6	5	0	0	0	0	1	0	0
OTU_208;size=1256;	88	44	58	93	62	79	79	119	67	47	17	17	21	25	12	8	33	27	22	39	20	36	13	25	9	9	29	12	12	17	22	4	52	23	25	29	6	21	18	10	12	9	16	18	12	23	17	21	16	40	24	14	4	34	16	16	16	12	17	8	17	29	76	4	15	36	27	25	26	15	14	13	3	16	73	83	28	20	31	21
OTU_1602;size=22;	11	1	2	1	1	18	0	0	2	0	0	2	0	3	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	2	2	1
OTU_3230;size=109;	482	73	105	115	198	194	127	185	245	73	21	56	34	86	14	11	99	42	38	37	19	39	25	34	33	49	78	44	21	29	36	8	11	0	29	25	14	25	15	15	11	12	23	19	18	14	8	11	6	19	28	17	24	31	20	13	19	4	11	6	5	13	10	6	52	48	51	36	63	34	26	30	22	66	117	183	49	59	121	14
OTU_1494;size=1075;	20	2	4	3	2	0	1	4	4	802	1	0	1	5	0	3	664	19	12	13	13	8	11	10	310	452	6	4	2	3	6	89	0	0	0	1	201	16	14	2	0	0	0	7	3	19	8	12	6	0	3	0	286	3	2	7	2	8	5	6	14	13	0	0	343	24	14	18	3	1	4	2	0	526	0	1	369	3	4	0
OTU_2;size=155769;	89	82	112	115	129	116	13	15	61	5271	4664	446	392	675	2275	2604	5560	3523	4164	4573	2011	3076	2114	3686	2354	2721	3816	3521	2007	2424	2351	712	170	55	40	112	1470	2291	1349	1120	776	689	1224	2932	2996	2116	1398	1830	1282	125	126	54	2093	5300	1200	1955	2478	907	1634	1031	1413	104	170	2013	2901	4708	4443	4533	3334	2445	2052	1991	1491	3700	176	91	2777	632	959	3418
OTU_2919;size=80;	27	33	42	0	0	18	0	0	3	7	0	6	6	6	0	0	20	9	5	4	2	5	0	11	5	5	0	4	2	2	2	1	0	0	55	0	2	14	3	7	6	2	5	17	13	20	13	9	5	6	20	17	2	30	8	8	4	4	13	7	11	3	0	0	7	9	6	6	0	1	4	1	0	0	0	7	12	7	10	0
OTU_37;size=7791;	118	1132	1696	16	19	42	10	25	73	130	18	102	104	182	13	14	155	70	62	86	39	63	47	62	58	66	174	207	28	115	132	24	3	5	49	125	33	46	31	47	31	34	53	43	57	53	37	33	34	1	16	68	67	118	39	33	37	19	44	23	38	52	8	9	91	75	88	84	180	123	89	80	56	101	185	38	84	126	177	9
OTU_739;size=49;	6	1	1	2	3	12	0	1	3	5	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	1	9	0	0	0	1	1	2	4	1	4	0	0	0	0	0	4	1	0	1	4	0	1	0	0	0	0	2	6	1	1	0	0	0	0	0	1	0	0	1	1	4	3	1	1	0
OTU_5;size=44804;	31	23	50	8	1	16	12	25	41	871	2730	1231	1062	1749	1346	1628	984	1460	1895	2100	836	1372	944	1609	472	549	2290	2087	575	1263	1381	136	19	9	2	7	273	284	171	76	55	59	79	348	326	239	137	224	163	7	24	4	369	709	146	250	323	94	173	112	148	12	14	1212	605	2138	2177	1912	2003	1410	1267	1190	832	767	5	59	522	1495	2165	2104
OTU_634;size=77;	70	0	0	0	0	0	0	0	10	2	0	5	4	13	0	0	3	0	1	1	0	0	0	0	0	0	4	0	1	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	3	2	0	3	1	2	0	0	0	9	18	0
OTU_60;size=3097;	58	3	2	921	2456	20	0	2	24	3	16	4	7	2	8	5	3	40	66	54	12	30	20	40	2	3	50	30	20	19	26	0	1	21	0	1	0	4	1	0	0	0	0	1	1	2	1	3	5	2	8	1	0	3	0	0	2	2	3	2	0	0	1	8	1	64	59	61	46	24	19	29	18	0	0	11	2	3	6	12
OTU_26;size=9791;	91	163	224	87	181	177	209	265	212	71	311	136	88	184	100	157	57	311	580	562	238	338	263	467	36	29	33	30	84	10	16	6	426	105	82	299	7	121	70	36	27	30	48	332	331	67	81	79	52	377	248	115	29	704	39	218	258	44	67	54	41	176	385	103	48	622	628	609	32	32	12	32	17	45	715	156	32	139	181	212
OTU_1018;size=71;	103	33	28	16	12	42	12	7	12	111	135	19	7	14	78	82	164	55	63	82	34	55	35	44	78	65	81	112	34	57	43	17	12	3	10	0	18	42	24	54	38	31	80	149	138	29	22	34	13	6	10	12	41	275	61	72	114	15	31	18	25	5	11	65	64	62	69	68	103	69	58	49	32	72	6	31	40	16	27	107
OTU_44;size=4147;	115	69	113	338	378	10	51	102	247	245	36	105	95	121	14	19	279	0	4	2	0	2	0	2	109	151	109	106	3	48	66	29	0	10	267	1	63	61	31	46	39	29	81	90	58	42	47	40	33	0	10	98	98	109	52	48	76	29	23	25	32	11	0	7	201	1	1	0	104	100	71	52	44	142	118	16	161	125	186	32
OTU_162;size=1586;	108	105	130	88	39	85	83	165	56	2	118	13	6	16	80	52	20	32	36	42	10	35	18	36	11	7	57	55	19	33	45	2	43	5	11	7	1	3	5	3	4	5	12	4	14	5	5	6	5	12	7	20	10	19	14	7	8	4	4	1	8	56	37	55	14	63	55	46	63	36	23	36	26	5	28	175	6	17	25	95
OTU_1238;size=18;	1	1	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	3	0	1	0	0	1	0	0	0	1	0	2	0	1	2	0	4	0	0	0	2	0	1	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	1	4	5	0	0	0	0
OTU_45;size=4017;	74	196	338	460	355	185	0	0	34	155	21	26	33	38	6	16	262	21	33	29	15	17	11	17	118	121	177	147	17	64	82	31	93	54	43	1	44	6	2	25	9	5	4	91	121	3	2	5	8	69	82	58	76	165	15	56	103	1	2	3	2	65	62	9	139	23	33	17	100	81	63	63	47	154	8	175	101	43	52	13
OTU_527;size=124;	19	9	9	20	2	15	18	20	12	6	15	13	5	6	14	13	6	27	28	29	7	9	8	27	4	5	14	16	3	18	14	1	4	3	1	2	3	3	2	1	4	2	4	4	3	0	0	0	1	0	27	0	3	9	9	2	4	0	1	4	0	1	7	10	4	34	20	20	13	11	6	5	8	2	9	14	0	10	8	15
OTU_33;size=5337;	8	78	128	1	1	0	1	6	0	771	0	12	4	10	0	1	708	1	2	2	1	0	0	3	307	353	27	28	5	13	17	107	0	0	86	12	202	44	29	69	61	49	76	140	145	39	39	26	29	2	1094	218	265	231	94	83	101	21	26	23	37	2	0	0	402	3	3	1	28	7	12	5	11	519	16	1	381	12	16	0
